""	Aynho Jn		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	Train running bi-directionally on Up Bicester	"Differential Junction speed and approachcontrol"	1
""	Movement Up	Reason	Value
""	Train running bi-directionally on Down Bicester	"Differential Junction speed and approachcontrol"	1
""	Train to Up Goods Loop	"Differential junction speed and approachcontrol"	11⁄2
""	Kings Sutton	
""		
""	Dwell Time	
""	165/166	1⁄2
""	All except 165/166	45 Seconds
""	Banbury Depot Jn		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	All movements to Platform 1	Slow speed crossover	1⁄2
""	All movements to Platform 3	Approach control/slow speed crossovers	1
""	All movements to Platform 4	Approach control/slow speed crossovers	1⁄2
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	"Depart/Pass Banbury Depot Reception Road toUp Cherwell Valley"	Pass on Down Cherwell Valley	4
""	Pass on Down Cherwell Valley	"Depart/Pass Banbury Depot Reception Roadto Up Cherwell Valley"	2
""	Planning Restriction		
""	"No pathing time to be added between Banbury Depot Jn and Banbury in the Down Direction or between Banburyand Banbury Depot Jn in the Up Direction as there are no intermediate signals between these locations."		
""	Banbury			
""				
""	Adjustments to Sectional Running Times			
""	Movement Down	Reason	Timing Load	Value
""	"Depart Platforms 1, 3 or 4 to Down CherwellValley"	Speed differential	22x	"1⁄2approachingReservoir Jn,and 1⁄2 afterReservoir Jn"
""	"All other PassengerTiming Loads"	"1⁄2approachingReservoir Jn"		
""	"All movements to any platform where theplatform is already occupied"	Permissive working allowance	1⁄2	
""				
