Pyewipe Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass West Holmes Junction to Gainsborough	Pass to Boultham Junction	5
Pass to Boultham Junction	Pass West Holmes Junction to Gainsborough	3
Pass from Boultham Junction	Pass to Boultham Junction	4
Gainsborough Lea Road	
""	
Dwell Time	
All	1
Bessacarr Junction		
""		
Adjustment to sectional running time		
Movement Down	Reason	Value
"Approaching Bessacarr Junction – for trains toBlack Carr Junction or Up Lincoln Flyover"	Approach Control	"11⁄2 Freight1⁄2 Passenger"
""		
Junction Margins		
First Movement	Second Movement	Margin
All conflicting moves		3
LN185 ALLINGTON WEST JUNCTION TO SKEGNESS		
Allington West Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass from Nottingham towards Grantham	Pass from Sleaford	4
Pass from Sleaford	Pass to Grantham	4
Allington North Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
"Pass from Sleaford towards Allington WestJunction"	Pass from Allington East towards Sleaford	31⁄2
Pass from Allington East towards Sleaford	"Pass from Sleaford towards Allington WestJunction"	21⁄2
