EA1380 FENCHURCH STREET TO SHOEBURYNESS				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
Gas Factory Loop	Up	38	244	
EA1390 BARKING TILBURY LINE JUNCTION EAST TO PITSEA (VIA TILBURY)				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
"Departure Line (Ripple RoadJunction Signal UR846)"	Up	128	819	
Third Line	Down	104	665	Between West Thurrock Jn and Grays
Third Line	Up	122	780	Only available towards Ockendon
EA1410 UPMINSTER TO WEST THURROCK JUNCTION				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
Ockendon Up & Down Loop	Down	49	317	From UR991 including Platform 2
Ockendon Up & Down Loop	Up	75	484	From UR990 including Platform 2
Ockendon Platform 1	Down	48	312	Up & Down Ockendon from UR859
Ockendon Platform 1	Up	75	485	Up & Down Ockendon from UR858
EA1440 WESTERFIELD JUNCTION TO FELIXSTOWE TOWN				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
Derby Road	Down	118	755	Both tracks are bi-directional
Derby Road	Up	118	755	Both tracks are bi-directional
EA1480 WHITLINGHAM JUNCTION TO CROMER				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
North Walsham	Down	50	320	
North Walsham	Up	50	320	
EA1500 BRUNDALL JUNCTION TO YARMOUTH				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
Acle	Down	40	256	
Acle	Up	27	170	
EA1520 SAXMUNDHAM JUNCTION TO SIZEWELL				
LOCATION	DIRECTION	USABLE LENGTH	NOTES	
""	SLU	METRES		
""				
Leiston	Both	19	121	
