Sleaford		
""		
Dwell Time		
All	1	
""		
Junction Margins		
First Movement	Second Movement	Margin
"Down train from Lincoln or Grantham arrivePlatform 1"	"Up train from Spalding or Skegness arrivePlatform 2"	3
"Up train from Spalding or Skegness arrivePlatform 2"	"Down train from Lincoln or Grantham arrivePlatform 1"	2
"Down train from Lincoln or Grantham arrivePlatform 3"	"Up train from Spalding or Skegness arrivePlatform 2"	4
"Up train from Spalding or Skegness arrivePlatform 2"	"Down train from Lincoln or Grantham arrivePlatform 3"	4
Up train departs to Lincoln from Platform 3	Down train from Grantham arrive	6
Down train from Lincoln or Grantham arrive	Up train departs to Lincoln from Platform 3	1
"Up train departs to Lincoln or Grantham fromPlatform 3"	Up train from Spalding or Skegness arrive	4
Train arrives from Grantham	Train from Lincoln pass Sleaford N Junction	2
Train from Lincoln arrives Platform 3	Train from Grantham arrive	6
Arrive from Spalding or Skegness	Depart to Spalding or Skegness	1
Arrive from Lincoln	Depart to Lincoln	2
Depart to Spalding	Arrive from Skegness	6
Depart to Skegness	Arrive from Spalding	7
""		
Minimum Turnround	5 trains from Peterborough, Lincoln or Grantham	
10 trains from beyond Peterborough, Lincoln or Grantham		
Heckington		
""		
Adjustment to sectional running time		
Movement Down	Reason	Value
Departing Heckington	"Only applies to trains consisting of 5 or morevehicles.  HN13 signal which protects GreatHale Drove LC on the Down line, will not clearuntil the train clears the track circuit in rear."	3
""		
Junction Margins		
First Movement	Second Movement	Margin
Train from Sleaford	Train to Sleaford	3
""		
"Restriction.  No acceptance into Up platform until 2 minutes after train has arrived off the Single Line fromSleaford."		
Hubberts Bridge		
""		
Junction Margins		
First Movement	Second Movement	Margin
Train from Boston	Train to Boston	3
""		
Restriction.  No acceptance into Down platform until 2 minutes after train has arrived off Single Line from Boston		
