Platform 0	Up Rainham Bay	"Attaching/Detaching and PlatformSharing – Down direction only"		
""				
Junction Margins				
First Movement	Second Movement	Margin		
Arrive platform 0 from Gillingham	Arrive/Pass platform 1 from Sittingbourne	2		
Departure from platform 0	Arrive/ platform 1 from Sittingbourne	2		
Departure from platform 0	Pass platform 1 from Sittingbourne	3		
""				
""	Berthing Facilities			
""	Location	Cars	Notes	
""	Platform 0 Up Bay	12		
Sittingbourne Western Junction
""
Freight Restrictions
"Freight trains from Middle Junction should not have any pathing time since the section between Western Junctionand Middle Junction is steeply graded and the rear of trains held at Western Junction may overhang MiddleJunction"
Sittingbourne Eastern Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Between all conflicting movements		2
Train from Rainham to Sittingbourne	Train from Kemsley to Sittingbourne	2
""		
Adjustments to Sectional Running Times		
Movement Up	Reason	Value
All movements to Kemsley	"Speed Differential approaching SittingbourneEastern Junction"	1⁄2
""		
Movement Down	Reason	Value
All movements from Kemsley	"Speed Differential between SittingbourneEastern Junction and Sittingbourne"	1⁄2
Sittingbourne		
""		
Berthing Facilities		
Location	Cars	Notes
Down Platform Loop (Platform 3)	10	
Down Carriage Siding	6	
""		
Connectional Allowance	4	
""		
Junction Margins		
First Movement	Second Movement	Margin
"Up train departs Platform 1 at Sittingbournetowards Rainham"	"Up train departs Platform 2 or 3 towardsSheerness-On-Sea"	2
"Down train arrives from the Rainham directioninto Platform 2"	"Down train arrives into Platform 3 fromSheerness-On-Sea"	2
