SW115C YEOVIL JUNCTION TO YEOVIL PEN MILL			
ROUTE SECTION	SX	SO	SUN
""			
Yeovil Pen Mill	Continuous	00:00 – 23:00	09:00 – 24:00
SW155 TOTTON FAWLEY LOOPS TO FAWLEY			
ROUTE SECTION	SX	SO	SUN
""			
Marchwood	06.53 – 14.30 MO	Closed	Closed
Marchwood	06.53 – 13.45 TO		
Marchwood	06.53 – 13.45 WO		
Marchwood	06.53 – 14.30 THO		
Marchwood	06.53 – 13.45 FO		
""			
CROSSING BOX	SX	SO	SUN
""			
School Road	07.00 – 14.34 MO	Closed	Closed
School Road	07.00 – 13.50 TO		
School Road	07.00 – 13.50 WO		
School Road	07.00 – 14.34 THO		
School Road	07.00 – 13.50 FO		
SW175 CASTLE CARY TO DORCHESTER JUNCTION			
ROUTE SECTION	SX	SO	SUN
""			
Yeovil Pen Mill	Continuous	00:00 – 23:00	09:00 – 24:00
