"SC031 GRETNA JUNCTION TO GLASGOW BRIDGE STREET JUNCTION (VIAKILMARNOCK)"			
TIMING POINT	DOWN	UP	NOTES
""			
Gretna Junction – Annan	"51⁄271⁄27"	"41⁄257"	"Following non–stop Passenger.Following stopping Passenger.Following Freight"
Annan – Dumfries	AB+2*	AB+2	"*Following train can depart/pass Annan 2 minutesafter a train from Carlisle terminates at Dumfries."
Dumfries – Holywood	AB+2	AB+2	
Holywood – Thornhill	AB+2	AB+2	
Thornhill – Kirkconnel	AB+2	AB+2	
Kirkconnel – New Cumnock	AB+2	AB+2	
New Cumnock – Bank Junction	AB+2	AB+2	
Bank Junction - Mauchline	AB+2	AB+2	
Mauchline – Kilmarnock	AB+2	AB+2	
Kilmarnock – Lochridge Junction	AB+2	Single Line - TB	
Lochridge Junction  – Lugton	8	91⁄2	Following a freight/stopping Passenger
""	61⁄2	7	Following a non–stop Passenger
Lugton – Barrhead	AB+2	Single Line – TCB	
"Barrhead – Muirhouse SouthJunction"	4	4	Please refer to margins
"Muirhouse South Junction –Muirhouse Central Junction"	21⁄2	21⁄2	
"Muirhouse Central Junction –Glasgow Bridge Street Junction"	2	2	
SC039 KILMARNOCK TO BARASSIE			
TIMING POINT	DOWN	UP	NOTES
""			
Kilmarnock – Barassie	7	Single Line	
SC045 EAST KILBRIDE TO BUSBY JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
East Kilbride – Busby	7	6	Following non stop train – Single Line
East Kilbride – Busby	11	9	Following train calling at all stations – Single Line
East Kilbride – Busby	9	-	"Following train calling at Thorntonhall only orHairmyres only – Single Line"
Busby – Busby Junction	41⁄2	4	Following non stop train
Busby – Busby Junction	9	8	Following train calling at all stations
"SC051 MUIRHOUSE CENTRAL JUNCTION TO MUIRHOUSE NORTH JUNCTION(VIA CATHCART) (CATHCART CIRCLE)"			
TIMING POINT	DOWN	UP	NOTES
""			
"Muirhouse Central Junction –Muirhouse North Junction"	3	3	
