EA1010 LIVERPOOL STREET TO SEVEN KINGS		
ROUTE SECTION	PASS	ECS SLIDE
""		
Liverpool Street to Seven Kings	P (not 745 Norwich IC)	P
EA1011 SEVEN KINGS TO IPSWICH		
ROUTE SECTION	PASS	ECS SLIDE
""		
Seven Kings (excl) to Colchester	P (not 745 Norwich IC)	P
Colchester (excl) to Ipswich	P (not 745 Norwich IC)	P
EA1040 ROMFORD TO UPMINSTER		
ROUTE SECTION	PASS	ECS SLIDE
""		
Romford to Upminster	P	P
EA1050 SHENFIELD JUNCTION TO SOUTHEND VICTORIA		
ROUTE SECTION	PASS	ECS SLIDE
""		
Shenfield Junction to Southend Victoria	P	P
