New England North Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Down Freight to clear to Down Stamford line	Before Down train passes Peterborough (DFL)	3
Down Freight to clear to Down Stamford line	Before Up train passes Tallington (UFL)	2
Down Freight to clear to Down Stamford line	"Before Up train passes Werrington Junction(USL)"	2
Down Freight to clear to Down Stamford line	"Before Up train passes Helpston (fromStamford)"	1
"Up Freight (from Up Stamford) to clear toPeterborough Yard – A/D lines"	Before Down train passes Peterborough	3
"Up Freight (from Up Stamford) to clear toPeterborough Yard – A/D lines"	Before Up train passes Tallington	2
"Up Freight from Up Slow to clear intoPeterborough Yard"	"Up train passes Werrington Junction to UpSlow"	1
Marholm Junction	
""	
Junction Margins	
All diverging and converging movements	3
Werrington Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass to Sleaford	Up train passes Tallington	11⁄2
Up train passes Tallington	Pass to Sleaford	6
Pass to Sleaford	Down train passes Peterborough	3
Pass to Sleaford	Down train departs Peterborough	1
Up Slow Line to Down Spalding	Up Spalding to Up Slow Line	31⁄2
Helpston Junction		
""		
Adjustments to Sectional Running Times		
Movement Down	Reason	Margin
Pass Down Slow to Tallington	Approach control and deceleration	11⁄2
""		
Junction Margins		
First Movement	Second Movement	Margin
Pass Down Slow to Tallington	Pass from Stamford	4
Pass from Stamford	Pass Down Slow to Tallington Junction	3
Tallington Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Train clear to SL	Next train pass Up/Down Main	4
Pass Up or Down Main	Pass from SL	3
""		
