SC053 NEILSTON TO CATHCART WEST JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Neilston - Muirend	71⁄2	71⁄2	
Muirend – Cathcart West Junction	3	3	
SC055 NEWTON TO CATHCART WEST JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Newton – Cathcart West Junction	3	3	
"SC059 GLASGOW BRIDGE STREET JUNCTION TO STRANRAER (VIA PAISLEYGILMOUR STREET)"			
TIMING POINT	DOWN	UP	NOTES
""			
Standard Headway	4	4	
Exceptions:			
"Glasgow Bridge Street Junction –Shields Junction"	2	2	
"Shields Junction – Paisley GilmourStreet"	2	2	"Consecutive non–stop trains or stopping trainsfollowing non–stop services"
"Shields Junction – Paisley GilmourStreet"	3	3	Stopping services
"Paisley Gilmour Street –Kilwinning"	"34"	"34"	"Following MUFollowing LH"
Dalrymple Junction – Kilkerran	AB+2	Single Line. TB	
Kilkerran – Girvan	AB+2	Single Line. TB	
Girvan – Barrhill	AB+2	Single Line. ETB	
Barnhill – Glenwhilly	AB+2	Single Line. ETB	
Glenwhilly – Dunragit	AB+2	Single Line. ETB	
Dunragit – Stranraer	AB+2	Single Line. ETB	
SC061 SHIELDS JUNCTION TO PAISLEY CANAL			
TIMING POINT	DOWN	UP	NOTES
""			
Shields Jn – Corkerhill Depot Jn	4	4	
"Corkerhill Depot Jn – PaisleyCanal"	*	"Single Line with passing loop*Please refer to junction margins in section 5.3"	
SC065 PAISLEY GILMOUR STREET TO GOUROCK			
TIMING POINT	DOWN	UP	NOTES
""			
Paisley Gilmour Street – Gourock	4	4	
