Beckenham Junction
""
Refer to Kent Timetable Planning Rules – SO110
SO650A BROMLEY JUNCTION TO NORWOOD JUNCTION
""
Norwood Junction
See entry under route – SO510
SO660 PURLEY TO CATERHAM
""
Purely
See entry under route – SO500
Caterham		
""		
Berthing Facilities		
Location	Cars	Notes
Platform 1	8	
Platform 2	8	
Siding	8	"8 car trains (except Class 377) must not runto/from Siding under DOO conditions as the driveris unable to change ends."
Permissive Working		
Attaching/Detaching and Platform Sharing is authorised as shown below -		
Platform 1	Attaching/Detaching and Platform Sharing	
Platform 2	Attaching/Detaching and Platform Sharing	
SO660A PURLEY TO TATTENHAM CORNER		
""		
Tattenham Corner		
""		
Berthing Facilities		
Location	Cars	Notes
Platform 1	8	
Platform 2	8	
Platform 3	8	
Up Siding	20	
""		
Permissive Working		
Attaching/Detaching and Platform Sharing is authorised as shown below -		
Platform 1	Attaching/Detaching and Platform Sharing	
Platform 2	Attaching/Detaching and Platform Sharing	
Platform 3	Attaching/Detaching and Platform Sharing	
""		
"Minimum use should be made of Platform 1 and Platform 3 if possible during Winter Timetables due to icingconditions"		
