""	GW430 YATE MIDDLE JUNCTION TO TYTHERINGTON			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Yate Middle Jn to Tytherington	Single Line	"One train working with staff obtained from YateMiddle."	
""	GW440 YATE SOUTH TO WESTERLEIGH			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Yate South to Westerleigh	Single Line	One train working.	
""	GW450 STOKE GIFFORD JUNCTION TO BRISTOL EAST JUNCTION			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Stoke Gifford Junction to BristolEast Junction"	3*	3*	*4 minutes following stopping/freight
""	GW4501 STOKE GIFFORD JUNCTION TO BRISTOL BULK HANDLING TERMINAL			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Stoke Gifford Junction to BristolBulk Handling Terminal"	6	6	Contains some single line
""	GW451 FILTON JUNCTION TO FILTON WEST JUNCTION (FILTON CHORD)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Filton Jn to Filton West Jn	6*	6*	*Single line
""	GW454 SEVERN BEACH TO NARROWAYS HILL JUNCTION			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Severn Beach to Holesmouth Jn	Single Line	One train working without staff	
""	Holesmouth Jn to Avonmouth	AB+2 *	AB+2 *	
""	Avonmouth to Clifton Down	AB+2 *	AB+2 *	"Contains Single Line* TCB but timed as AB"
""	Clifton Down to Narroways Hill Jn	AB+1 *	AB+1 *	"Contains Single Line* TCB but timed as AB"
""	GW456 LAWRENCE HILL TO BARROW ROAD RTS			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Lawrence Hill to Barrow RoadRTS"	Single Line	Siding (out of use until further notice)	
""	GW480 SWINDON TO STANDISH JUNCTION			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Swindon to Rodbourne Jn	4	4	
""	Rodbourne Jn to Standish Jn	6	6	
