Cathcart		
"Pass Cathcart West Junction towards KingsPark"	"Arrive Cathcart Station from Cathcart NorthJunction"	11⁄2
SC053 NEILSTON TO CATHCART WEST JUNCTION		
""		
Neilston Turnback		
""		
Junction Margins		
First Movement	Second Movement	Margin
"Down Arrive Neilston Platform 1 from TurnbackSidings"	Up Arrive Neilston Platform 2	2
""		
"RestrictionA service cannot enter Neilston Station whilst another is in the Neilston Turnback and will be held outside atSignal GC5046."		
SC055 NEWTON TO CATHCART WEST JUNCTION
""
See notes of SC023
"SC059 GLASGOW BRIDGE STREET JUNCTION TO STRANRAER (VIA PAISLEYGILMOUR STREET)"		
""		
Shields Junction		
""		
Junction Margins		
First Movement	Second Movement	Margin
Up service from Paisley Canal lines	Down service towards Paisley Gilmour Street	2
Gower Street		
""		
Adjustments to Sectional Running Times		
Movement Down	Reason	Value
Down Ayr to Up Ayr	Approach Control	1
""		
Junction Margins		
First Movement	Second Movement	Margin
Up pass Shields Junction to Bridge Street	Down train from Down Ayr to Up Ayr	21⁄2
"Down train from Through Terminus to Up orDown Ayr"	"Up train from Up Ayr or Up Gourock to ShieldsJunction or Through Terminus"	3
