""	Bletchley		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	"Down Slow to Bletchley Relief No.1 viaPlatform 4"	Differential Junction speed	2
""	"Down Slow to Platform 5 and/or BletchleyRelief No.2"	Differential Junction speed	1
""			
""	Attachment of Units:		
""	Class 350 EMU	9	
""			
""	Detachment of Units:		
""	Class 350 EMU	9	
""			
""	Dwell Time		
""	Standard	1 (11⁄2 applies for WMT services if crew change booked)	
""	"Freight train stopping to collectradio from shunter"	2	
""			
""	Minimum Turnround Time – Trains changing direction at end of journey		
""	DMU/EMU up to 4 car	5	
""	EMU 6 to 8 car	6	
""	EMU 9 to 12 car	8	
""			
""	Simultaneous Moves Not Permitted		
""	First Movement	Second Movement	Margin
""	Train arrives in Up direction into platform 5	"Train from the Up Slow to platform 6 orBletchley Hopper Siding"	4
""	"Train from the Up Slow to platform 6 orBletchley Hopper Siding"	Train arrives in Up direction into platform 5	4
""			
""	Trains entering or leaving passenger service and continuing in same direction (inclusive of Dwell Time)		
""	"West Midlands Trains enteringservice"	2	
""	"West Midlands Trains leavingservice"	3 (4-car EMU), 6 (8 car EMU), 9 (12 car EMU)	
