SC067 WEMYSS BAY JUNCTION TO WEMYSS BAY			
TIMING POINT	DOWN	UP	NOTES
""			
"Wemyss Bay Junction – DunrodLoop"	AB+1	AB+1⁄2	Single Line
Dunrod Loop – Wemyss Bay	AB+2	AB+1	Single Line
SC073 KILWINNING TO LARGS			
TIMING POINT	DOWN	UP	NOTES
""			
Kilwinning to Saltcoats	4	4	
"Saltcoats – Ardrossan SouthBeach"	"44"	"46"	"Following PassengerFollowing Freight"
"Ardrossan South Beach –Hunterston Junction"	"45"	"89"	"Up/Down Largs. Following non-stop Passenger.Up/Down Largs. Following a stopping Passenger orFreight.Up/Down Largs. Following a stopping Passenger."
""		13	Up Freight
Hunterston Junction - Largs	6	10	
SC077 ARDROSSAN SOUTH BEACH TO ARDROSSAN HARBOUR			
TIMING POINT	DOWN	UP	NOTES
""			
"Ardrossan South Beach –Ardrossan Harbour"	OT	Single Line	
SC087 NEWTON JUNCTION TO MAUCHLINE (GOODS LINE)			
TIMING POINT	DOWN	UP	NOTES
""			
""			Refer to Margins section 5.3
SC089 ANNBANK TO KILLOCH COLLIERY			
TIMING POINT	DOWN	UP	NOTES
""			Refer to Margins section 5.3
SC093 MOTHERWELL TO GREENHILL LOWER JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
"Motherwell – Mossend SouthJunction"	3	3	
"Mossend South Junction –Greenhill Lower Junction"	4	4	
