GW980 HERBRANDSTON JUNCTION TO ROBESTON AMOCO SIDINGS				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Herbrandston Junction	–	–		To/from Johnston – GW960
Robeston Sidings		–		
NW3001 SALTNEY JUNCTION TO HOLYHEAD				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Shotton (Low Level)	– UH	– DH		"To/from Saltney Jn – NW3001Please refer to NW&C edition of theTimetable Planning Rules"
Flint Jn	– UH	– DH	X	
Flint	– UH	– DH		
Mostyn East Junction	– UH UL	– DH		
Mostyn Docks	–	–	F	
Mostyn West Junction	– UH	– DH UL	X	
Prestatyn	– UH	– DH		
""				
Rhyl Jn	– UH	– DH	X	
Rhyl Signal 2	–	–	S	
Rhyl	–	–		"Down platform is on Down PassengerLoopPlatform detail must be shown"
Abergele & Pensarn	–	–		
Colwyn Bay	–	–		
""				
Llandudno Junction	–	–		"Platform detail must be shownTo/from Tal–y–Cafn – NW3015To/from Llandudno – NW3017"
Llandudno Jn Signal 70		–	S	
Llandudno Jn Signal 260		–	S	
Conwy	–	–	S	
Penmaenmawr Quarry	–	–	S	
Penmaenmawr	–	–		
Llanfairfechan	–	–	S	
Bangor (Gwynedd)	–	–		Platforms are on Passenger Loops
Bangor Signal BR32	–	–	S	
Menai Bridge	–	–		Single line across Britannia Bridge
Llanfairpwll	–	–		Single line across Britannia Bridge
Gaerwen	–	–		
Bodorgan	–	–	S	
Ty Croes	–	–	S	
Rhosneigr	–	–	S	
Valley	–	–		
Holyhead Signal H86	–	–	S	
Holyhead		–		Platform detail must be shown
Holyhead Car M.D	–	–	S	
