""	NW9901 GARGRAVE TO CARLISLE SOUTH JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Ribblehead to Blea Moor	AB+2		Single line over Ribblehead Viaduct
""	Blea Moor to Helwith Bridge		AB+2	Single line over Ribblehead Viaduct
""	Blea Moor to Garsdale	AB+2	AB+2	
""	Garsdale to Kirkby Stephen	AB+2		
""	Ais Gill to Garsdale		AB+2	
""	Mallerstang to Ais Gill		AB+2	
""	Kirkby Stephen to Mallerstang		AB+2	
""	Kirkby Stephen to Appleby	AB+2		
""	Crosby Garrett to Kirkby Stephen		AB+2	
""	Ormside to Crosby Garrett		AB+2	
""	Appleby to Ormside		AB+2	
""	Appleby to Kirkby Thore	AB+2	AB+2	
""	Kirkby Thore to Culgaith	AB+2	AB+2	
""	Culgaith to Lazonby & Kirkoswald	AB+2	AB+2	
""	"Lazonby & Kirkoswald to LowHouse Crossing SB"	AB+2	AB+2	
""	"Low House Crossing SB to Howe& Co Siding SB"	AB+2	AB+2	
""	"Howe & Co Siding SB to LondonRoad Jn"	4	4	
""	London Road Jn to Carlisle	Single Line		
""	NW9903 SETTLE JN TO CARNFORTH STATION JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Settle Jn to Carnforth Station Jn	AB+2	AB+2	Single lead at Settle Jn
""	NW9909 CORBY GATES TO PETTERIL BRIDGE JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Corby Gates to Petteril Bridge Jn	4	4	
""	NW9911 LONDON ROAD JN TO BOG JN (NEWCASTLE GOODS LINES)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	London Road Jn to Bog Jn	4	4	
