LN125 HITCHIN CAMBRIDGE JUNCTION TO ROYSTON (INCLUSIVE)				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Baldock	–	–	S	Platform detail must be shown
Ashwell and Morden	–	–	S	
Royston LOS		–	S	
Royston Signal K245	–		S	
Royston Old Siding	–		S	
Royston Signal K246		–	S	
Royston	–	–		"Platform details must be shownTo/from Shepreth Branch Jn – EA1230"
LN126 HITCHIN NORTH JUNCTION TO HITCHIN EAST JUNCTION				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Hitchin North Junction				To/from King’s Cross LN101
Hitchin Signal K941	–		S	Protecting signal for Hitchin East Junction
Hitchin East Junction				To Cambridge LN125
LN135 KING’S DYKE (EXCLUSIVE) TO CRESCENT JUNCTION				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
King’s Dyke				"LNE/Anglia Boundary – Refer to AngliaTimetable Planning Rules EA1560 fordetails to and from Kings Dyke"
Peterborough East Junction	–  GL	–		
Crescent Jn				To/from Peterborough – LN101
LN145 MARHOLM JUNCTION TO GLINTON JUNCTION				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Marholm Junction	WL	–		"To/from Peterborough LN101 via StamfordLines"
Glinton Junction	–	WL		To/from Spalding LN170
LN147 HELPSTON JUNCTION TO UFFINGTON				
TIMING POINT	DOWN	UP	CODE	NOTES
""				
Helpston Junction	–	–		To/from Marholm Junction LN101
Uffington	–	–		"To/from LN3615 – Refer to East MidlandsTimetable Planning Rules for detailsto/from Uffington"
