""	MD105 HANSLOPE JN TO RUGBY (VIA NORTHAMPTON)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Hanslope Jn to Rugby viaNorthampton"	4	4	
""	MD120 CAMDEN JN TO WATFORD JUNCTION DC LINES			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Camden Jn to Queen’s Park Jn	4	4	
""	"Queen’s Park Jn to StonebridgePark"	3	3	
""	"Stonebridge Park to WembleyCentral DC"	4	4	
""	"Wembley Central DC to Harrow &Wealdstone DC"	41⁄2	41⁄2	
""	"Harrow and Wealdstone DC toWatford High Street"	6	6	
""	"Watford High Street to WatfordJunction"	4	4	
""	MD130 WATFORD JUNCTION TO ST ALBANS ABBEY			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Watford Junction to St AlbansAbbey"	*	* Single line - One Train in Section (OTS)	
""	"MD136 HARLESDEN JN TO WEMBLEY CENTRAL (WILLESDEN CARRIAGE SHEDLINES)"			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Harlesden Jn to Wembley Central	5	5	
""	MD137 HARLESDEN JN TO WEMBLEY CENTRAL (WEMBLEY YARD LINES)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Harlesden Jn to Princess RoyalDistribution Centre (PRDC)"	5	5	
""	Harlesden Jn to Wembley Central	5	5	
