""	Fenny Compton		
""			
""	Adjustment to Sectional Running Times		
""	Movement Down	Reason	Value
""	Non-stop towards Kineton Sidings	Approach control and deceleration	2
""			
""	Junction Margins		
""	First Movement	Second Movement	Margin
""	Down Main to Down Main	Down Goods Loop to Up Main	2
""	Down Goods Loop to Up Main	Down Main to Down Main	5
""	Up freight to UGL	Up main	5
""			
""	"RestrictionUp trains from Kineton Sidings to stop OP “dot stop” at Fenny Compton due to approach control on Signal OL7150"		
""	Leamington Spa		
""			
""	Adjustment to Sectional Running Times		
""	Movement Up	Reason	Value
""	All trains from platform 2 or the Down Main	Slow speed crossover	"1⁄2 applies atnext timingpoint"
""	"Arrival into platform 4 from either Milverton Jn orHatton"	Approach control	1
""	"Non-stop trains from Milverton Jn towards FennyCompton"	Acceleration from slow speed crossover	"1 for freight; 1⁄2for passengerincluding lightenginesapplies at nexttiming point"
""			
""	Movement Down	Reason	Value
""	"Train departing towards Hatton from platforms1,3 or 4"	Slow speed crossover	"1⁄2 applies atnext timingpoint"
""	"Train departing towards Milverton Jn fromplatform 1"	Slow speed crossover	"1⁄2 applies atnext timingpoint"
""	"Non-stop trains on Down Cherwell Valleytowards Milverton Jn"	Approach control on signal LN37	"1 for freight; 1⁄2for passengerincluding lightengines"
""			
""	Connectional Allowance	5	
""			
""	Detachment Allowance	5	
""			
""	Dwell Time		
""	Class 22x	11⁄2	
""	DMU	1	
""	HST	11⁄2	
""			
