LN902 MICKLEFIELD JUNCTION TO CHURCH FENTON NORTH JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Standard Headway	4	4	
LN910 TEMPLE HIRST JUNCTION TO SELBY SOUTH JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Standard Headway	4	4	
LN912 THORNE JUNCTION TO GILBERDYKE JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
Standard Headway	4	4	
LN914 HULL TO SEAMER WEST JUNCTION			
TIMING POINT	DOWN	UP	NOTES
""			
""			
Hull to Beverley	6	6	
Beverley to Driffield	AB+2	AB+2	
Driffield to Bridlington	AB+2	AB+2	
Bridlington to Hunmanby	AB+2*	*Single Line TCB	
Hunmanby to Filey	AB+2	AB+2	
Filey to Seamer	AB+2*	*Single Line TCB	
LN916 HESSLE ROAD JUNCTION TO SALTEND			
TIMING POINT	DOWN	UP	NOTES
""			
"Standard HeadwaySpringbank South Jn to DockSecurity Gates"	AB+2*	*Single Line, TCB Section Split at Bridges Junction	
Passing point			
Hessle Road Junction to Springbank South Junction			
