Shenfield		
""		
Class 6 under 600t	Speed Differential	{1}
Class 6 600t to 1600t inclusive	Speed Differential	{11⁄2}
Class 6 over 1600t	Speed Differential	{2}
Class 4 under 600t	Speed Differential	{1}
Class 4 600t to 799t inclusive	Speed Differential	{11⁄2}
Class 4 800t to 1000t inclusive	Speed Differential	{2}
Class 4 over 1000t	Speed Differential	{21⁄2}
""		
Adjustments to Sectional Running Times		
"Approaching Up direction moves for non-stop trains from Chelmsford direction crossing to EL or Up PassengerLoop at Shenfield"		
Movement	Reason	Allowance
Up Freight Trains	Speed differential	{11⁄2}
""		
Connectional Allowance		3
""		
Dwell Time	"1 Peak time only1 Class 745/755 operated services"	
""		
Junction Margins		
First Movement	Second Movement	Margin
Arrival	Conflicting departure	1
Passenger passing move	Conflicting departure	1
Freight passing move	Conflicting departure	2
Up departure to EL	Conflicting pass or arrival	3
""		
Overlap Restrictions		
First Movement	Second Movement	Margin
"Up departure from platform 1 to ML or ELVia 2265 Points"	Up arrival into platform 2	2
Up arrival into platform 2	"Up departure from platform 1 to ML or EL Via2265 Points"	1
Chelmsford		
""		
Adjustments to Sectional Running Times		
Movement	Reason	Value
"Down direction non-stop moves to ChelmsfordDown Loop"	Slow speed crossover into loop	{1}
"Up direction non-stop moves from ChelmsfordReception or Chelmsford Down Loop"	Slow speed exit from loop	"{1}approachingnext timingpoint"
"Up direction passenger trains from Chelmsfordplatform 2"	Speed differential	"{1⁄2}approachingnext timingpoint"
"Note that these allowances must be added to any other adjustment allowances required in this section, e.g. forcrossing movements at Shenfield."		
