""	Sidcup			
""				
""	Overlap Restrictions			
""	First Movement	Second Movement		Margin
""	"Train arriving Platform 1 from Up Siding or 1538shunt signal"	Down Train arriving Platform 2		2
""	Crayford		
""			
""	Movement Up	Reason	Value
""	"All trains that have travelled via the CrayfordSpur"	Speed Differential	1
""	Crayford Spur ‘B’ Junction		
""			
""	Adjustments to Sectional Running Times		
""	Movement Down	Reason	Value
""	"ALL Freight trains travelling onto the CrayfordSpur"	Speed Differential/Approach Control	11⁄2
""			
""	Planning Restriction		
""	"All trains travelling between Crayford Spur ‘A’ Junction and Crayford Spur ‘B’ Junction should be shown a dot stopat Crayford Spur timing point (which is located on the Spur) to enable ARS to regulate trains correctly"		
Dartford			
""			
Berthing Facilities			
Location	Cars	Notes	
No 1 Up Siding	16	Siding numbers to be specified in the timetable. Can accommodate 8+8 car	
No 2 Up Siding	16^	Siding numbers to be specified in the timetable	
No 3 Up Siding	8	Siding numbers to be specified in the timetable	
No 4 Up Siding	8*	Siding numbers to be specified in the timetable	
Down Siding	10	Siding numbers to be specified in the timetable	
Platform 1	10		
""			
"^ No 2 Up Siding can accommodate 14 cars split as 8 cars at the buffer stops end and 6 cars at the London end,to avoid blocking the authorised walking route from No 1 Up Siding"			
"* No 4 Up Siding can accommodate 10 car trains shunting from Platform 1 to No 4 Up Siding and returning toPlatform 1"			
""			
Connectional Allowance	4		
""			
Crew Change Times	Value		
Class 376/465/466 units	11⁄2 *		
* - Crew changes must be assumed for Gillingham/Gravesend services calling off-peak only			
""			
Dwell Time			
All Thameslink services	"11⁄2* may be reduced to 1 minute outside SX peak hours by exception onlywith the agreement of Train Operator"		
All other services	1		
