""	NW4019 OXENHOLME TO WINDERMERE			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Oxenholme to Windermere	*	"* Single line - One Train in Section (OTS)Single lead at Oxenholme"	
""	NW4021 UPPERBY JN TO ROME STREET JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Upperby Jn to Rome Street Jn	4	4	
""	NW4023 UPPERBY JN TO LONDON ROAD JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Upperby Jn to London Road Jn	Single Line	"TCB Single lead at Upperby Jn.  Access only toDown Newcastle line at London Road Jn"	
""	NW4025 CURROCK JN TO BOG JN			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Currock Jn to Bog Jn	4	4	
""	NW4027 CARLISLE YARD RECESS SIDINGS TO BRUNTHILL			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Brunthill Branch Jn and Brunthill	*	* Single line - One Train in Section (OTS)	
""	NW4029 MOSSBAND JN TO BUSH–ON–ESK			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Mossband Jn to Bush–on–Esk	*	"* Single line - One Train in Section (OTS)Single lead at Mossband Jn.See Sectional Appendix for Local Instructions."	
""	NW4031 GRETNA JN TO GRETNA GREEN (EXCLUSIVE)			
""				
""	TIMING POINT	DOWN	UP	NOTES
""				
""	Please refer to Line of Route SC031 (Scotland Timetable Planning Rules) for Gretna Jn to Gretna Green			
""	NW4033 CARNFORTH NORTH JN TO CARLISLE (VIA BARROW–IN–FURNESS)			
""	TIMING POINT	DOWN	UP	NOTES
""				
""	"Carnforth North Jn to CarnforthStation Jn"	4	4	
""	Carnforth Station Jn to Arnside	AB+2	AB+2	
