SC177 THORNTON NORTH JUNCTION TO LEVEN					
Timing Section	Type	"LHHST22X80X"	MU	FRT	Remarks
""					
Down - Weekdays					
Approaching Leven	E		1		
SC178 THORNTON SOUTH JN TO THORNTON WEST JN					
Timing Section	Type	"LHHST22X"	MU	FRT	Remarks
""					
Up – Weekdays					
"Approaching Glenrothes Platform1 from Cowdenbeath"	E		1*		* Terminating trains only
Glenrothes –Thornton South Jn	E		1*		"* Not required for trains routed toHaymarket West Junction or that originateat Glenrothes Platform 1."
SC181 LADYBANK JUNCTION TO HILTON JUNCTION					
Timing Section	Type	"LHHST22X80X"	MU	FRT	Remarks
""					
Down – Weekdays					
Approaching Hilton Junction	E	1	1	1	
SC183 STIRLING TO CHARLESTOWN JUNCTION					
Timing Section	Type	"LHHST22X"	MU	FRT	Remarks
""					
Down – Weekdays					
Approaching Alloa	E		2		Terminating services only
Approaching Longannet P.S.	E			2	Terminating services only
"Approaching CharlestownJunction"	E			2	"Through services and trains startingLongannet PS."
Up – Weekdays					
Approaching Longannet P.S.	E			2	Terminating trains only
Approaching Alloa Loop	E			2	
