""	Wigan Wallgate			
""				
""	Junction Margins			
""	First Movement	Second Movement	Margin	
""	"Stopping train departing from Wigan NorthWestern towards Crow Nest Jn"	"Train departing from Wigan Wallgate towardsCrow Nest Jn (NW6009)."	4	
""				
""	Minimum Turnround Time – Trains changing direction at end of journey			
""	DMU/EMU shunting between arrival platform and a different departure platform	11		
""				
""	Platform Reoccupation			
""	First Movement	Second Movement	Margin	
""	Platform 2		3	
""				
""	Splitting and Coupling of Units: Permitted in all platforms			
""				
""	Shunting ECS from Wigan Wallgate from Platform 1 or Bay into Up Sidings			
""	Via Up Liverpool Line		Via Down Carriage Sidings	
""	"Wigan Wallgate Platform 1 or Baydep"	XX.00	"Wigan Wallgate Platform 1or Bay dep"	XX.00
""	Wigan SB (Sig. WW106) arr	XX.011⁄2	"Wigan DCS (Sig. WW208)arr"	XX.02
""	Wigan SB (Sig. WW106) dep	XX.041⁄2	"Wigan DCS (Sig. WW208)dep"	XX.05
""	Wigan Wallgate Platform 2 arr	XX.06	"Wigan Wallgate Platform 2arr"	XX.07
""	Wigan Wallgate Platform 2 dep	XX.10	"Wigan Wallgate Platform 2dep"	XX.11
""	Wigan Up Sidings arr	XX.14 *	Wigan Up Sidings arr	XX.15 *
""	* SRT includes Driver Setting Route into Depot			
""	Southport	
""		
""	Other Restrictions	
""	"Only Platforms 1, 2 and 3 are DC electrified. Platforms 1 and 2 can only be accessed from the electric network.Platform 3 can be accessed from both the electric network and the Wigan lines. Platforms 4, 5 and 6 can only beaccessed from the Wigan lines."	
""		
""	Permissive Working	
""	Attaching/Detaching and Platform Sharing is authorised as shown below:	
""	Platform 1	Attaching/Detaching and Platform Sharing
""	Platform 2	Attaching/Detaching and Platform Sharing
""	Platform 3	Attaching/Detaching and Platform Sharing*
""	Platform 4	Attaching/Detaching and Platform Sharing*
""	Platform 5	Attaching/Detaching and Platform Sharing*
""	Platform 6	Attaching/Detaching and Platform Sharing*
""	"* Platforms 3, 4, 5 and 6 – if a train of less than 90 metres in length is occupying any platform at buffer stops, asecond train may enter the same platform permissively provided it is no longer than 88 metres in length. If thesecond train is longer than 88 metres in length, this will occupy both track circuits at signal ML149, which will fail toclear and prevent this train from entering any occupied platform."	
