|                       |                           |        |                         |
|:----------------------|:--------------------------|:-------|:------------------------|
| STATION               | PLATFORM                  | USABLE | NOTES                   |
|                       |                           | LENGTH |                         |
| Abbey Wood            | 1 - Up North Kent         | 241    | 12 cars                 |
| Abbey Wood            | 2 - Down North Kent       | 244    | 12 cars                 |
| Adisham               | 1 - Up Main               | 166    |                         |
| Adisham               | 2 - Down Main             | 170    |                         |
| Albany Park           | 1 - Up Dartford Loop      | 284    |                         |
| Albany Park           | 2 - Down Dartford Loop    | 284    |                         |
| Ashford International |                           |        | Please see Sussex TPR’s |
| Aylesford             | 1 - Up Maidstone Branch   | 106    |                         |
| Aylesford             | 2 - Down Maidstone Branch | 94     |                         |
| Aylesham              | 1 - Up Main               | 167    |                         |
| Aylesham              | 2 - Down Main             | 167    |                         |
| Barming               | 1 - Up Maidstone          | 122    |                         |
| Barming               | 2 - Down Maidstone        | 125    |                         |
| Barnehurst            | 1 - Up Bexleyheath        | 282    |                         |
| Barnehurst            | 2 - Down Bexleyheath      | 284    |                         |
| Bat and Ball          | 1 – Up                    | 170    |                         |
| Bat and Ball          | 2 – Down                  | 167    |                         |
| Battle                | 1 - Up Hastings           | 167    |                         |
| Battle                | 2 - Down Hastings         | 172    |                         |
| Bearstead             | 1 - Up Maidstone          | 167    |                         |
| Bearstead             | 2 - Down Maidstone        | 169    |                         |
| Beckenham Hill        | 1 - Up Catford Loop       | 170    |                         |
| Beckenham Hill        | 2 - Down Catford Loop     | 169    |                         |
| Beckenham Junction    | 1 - Crystal Palace Single | 164    |                         |
| Beckenham Junction    | 2 - Up Chatham Main       | 243    |                         |
| Beckenham Junction    | 3 - Down Chatham Main     | 209    |                         |
| Beckenham Junction    | 4 - Down Bay              | 177    |                         |
| Bekesbourne           | 1 - Up Main               | 165    |                         |
| Bekesbourne           | 2 - Down Main             | 166    |                         |
| Bellingham            | 1 - Up Catford Loop       | 164    |                         |
| Bellingham            | 2 - Down Catford Loop     | 164    |                         |
| Beltring              | 1   - Up Maidstone        | 88     |                         |
| Beltring              | 2  - Down Maidstone       | 88     |                         |
| Belvedere             | 1 - Up North Kent         | 248    |                         |
| Belvedere             | 2 - Down North Kent       | 249    |                         |
| Bexley                | 1 - Up Dartford Loop      | 285    |                         |
| Bexley                | 2 - Down Dartford Loop    | 285    |                         |
| Bexleyheath           | 1 - Up Bexleyheath        | 287    |                         |
| Bexleyheath           | 2 - Down Bexleyheath      | 294    |                         |
