|                                                 |                                                |                   |
|:------------------------------------------------|:-----------------------------------------------|:------------------|
|                                                 |                                                | Southall of       |
|                                                 |                                                | second            |
|                                                 |                                                | movement          |
| A train in the Down direction passes or departs | A train in the Down direction from SWL or DBL  | Standard jn       |
| from Southall                                   | at Southall or Down Brentford Sidings crossing | margin to apply   |
|                                                 | to the Down Main or Down Relief.               | between           |
|                                                 |                                                | departure or      |
|                                                 |                                                | passing time at   |
|                                                 |                                                | Southall of first |
|                                                 |                                                | movement, and     |
|                                                 |                                                | departure or      |
|                                                 |                                                | passing time at   |
|                                                 |                                                | Southall or       |
|                                                 |                                                | Down              |
|                                                 |                                                | Brentford         |
|                                                 |                                                | Sidings of        |
|                                                 |                                                | second            |
|                                                 |                                                | movement.         |
