|                     |          |        |                                         |
|:--------------------|:---------|:-------|:----------------------------------------|
| STATION             | PLATFORM | LENGTH | NOTES                                   |
| Dent                | Up       | 94     |                                         |
| Denton              | Down     | 59     |                                         |
| Denton              | Up       | 59     |                                         |
| Dinting             | 1        | 109    | Single Dinting/Hadfield                 |
| Dinting             | 2        | 104    | Single Dinting/Glossop                  |
| Disley              | Down     | 137    |                                         |
| Disley              | Up       | 138    |                                         |
| Dorridge            | 1        | 189    |                                         |
| Dorridge            | 2        | 189    |                                         |
| Dorridge            | 3        | 184    |                                         |
| Dove Holes          | Down     | 87     |                                         |
| Dove Holes          | Up       | 82     |                                         |
| Drigg               | Down     | 84     |                                         |
| Drigg               | Up       | 66     | Additional 19.6m beyond                 |
| Droitwich Spa       | Down     | 144    |                                         |
| Droitwich Spa       | Up       | 143    |                                         |
| Duddeston           | Down     | 152    |                                         |
| Duddeston           | Up       | 147    |                                         |
| Dudley Port         | Down     | 89     |                                         |
| Dudley Port         | Up       | 89     |                                         |
| Earlestown          | 1        | 161    | Up St. Helens Jn to Newton–le–Willows   |
| Earlestown          | 2        | 115    | Down Newton–le–Willows to Huyton        |
| Earlestown          | 3        | 98     | Single Warrington Bank Quay/St. Helens  |
|                     |          |        | Junction                                |
| Earlestown          | 4        | 146    | Down Warrington Bank Quay to Newton–le– |
|                     |          |        | Willows. Additional 6m beyond signal    |
| Earlestown          | 5        | 113    | Up Newton–le–Willows to Warrington Bank |
|                     |          |        | Quay                                    |
| Earlswood           | Down     | 115    |                                         |
| Earlswood           | Up       | 115    |                                         |
| East Didsbury       | 1        | 150    |                                         |
| East Didsbury       | 2        | 146    |                                         |
| Eastham Rake        | 1        | 132    | Down line                               |
| Eastham Rake        | 2        | 132    | Up line                                 |
| Eccles              | 1        | 124    |                                         |
| Eccles              | 2        | 124    |                                         |
| Eccleston Park      | Down     | 94     |                                         |
| Eccleston Park      | Up       | 91     |                                         |
| Edale               | Down     | 99     | Additional 21.1m OOU                    |
| Edale               | Up       | 100    | Additional 21.1m OOU                    |
| Edge Hill           | 1        | 210    | Up Slow line                            |
| Edge Hill           | 2        | 224    | Bi–directional. Down Slow line          |
| Edge Hill           | 3        | 226    | Up Fast line                            |
| Edge Hill           | 4        | 259    | Down Fast line                          |
| Ellesmere Port      | 1        | 135    | Down line to Helsby                     |
| Ellesmere Port      | Up       | 135    | To Hooton                               |
| Entwistle           | Single   | 99     |                                         |
| Erdington           | Down     | 201    |                                         |
| Erdington           | Up       | 201    |                                         |
| Euxton Balshaw Lane | Down     | 91     |                                         |
| Euxton Balshaw Lane | Up       | 91     |                                         |
| Fairfield           | Down     | 136    |                                         |
| Fairfield           | Up       | 136    |                                         |
