|                                                                              |      |    |      |                                      |
|:-----------------------------------------------------------------------------|:-----|:---|:-----|:-------------------------------------|
| LN694 BENTON NORTH JUNCTION TO MORPETH NORTH JUNCTION VIA                    |      |    |      |                                      |
| BEDLINGTON                                                                   |      |    |      |                                      |
| TIMING POINT                                                                 | DOWN | UP | CODE | NOTES                                |
| Benton North Junction                                                        | –    | –  |      | To/from Heaton South Jn – LN600      |
| Benton East Junction                                                         | –    | –  |      |                                      |
| Northumberland Park                                                          | –    | –  | S    |                                      |
| Holywell Junction                                                            | –    | –  |      |                                      |
| Seghill Junction                                                             | –    | –  |      |                                      |
| Seaton Delaval                                                               | –    | –  | S    |                                      |
| Red House Farm Junction                                                      | –    | –  |      |                                      |
| Newsham                                                                      | –    | –  |      |                                      |
| Blyth Bebside                                                                | –    | –  | S    |                                      |
| Bedlington Sidings                                                           | –    | –  | S    |                                      |
| Bedlington                                                                   | –    | –  |      | To/from West Sleekburn Jn – LN702    |
| Hepscott Junction                                                            | –    | –  |      | To/from Morpeth – LN696              |
| Morpeth North Junction                                                       | –    | –  | X    | To/from Alnmouth for Alnwick – LN600 |
| LN696 HEPSCOTT JUNCTION TO MORPETH JUNCTION                                  |      |    |      |                                      |
| TIMING POINT                                                                 | DOWN | UP | CODE | NOTES                                |
| Hepscott Junction                                                            | –    | –  |      | To/from Bedlington North LC – LN694  |
| Morpeth Junction                                                             | –    | –  |      | To/from Morpeth – LN600              |
| LN698 BUTTERWELL SOUTH BRANCH                                                |      |    |      |                                      |
| TIMING POINT                                                                 | DOWN | UP | CODE | NOTES                                |
| This part of the opencast site is now disconnected and not available for use |      |    |      |                                      |
| LN700 BUTTERWELL NORTH BRANCH                                                |      |    |      |                                      |
| TIMING POINT                                                                 | DOWN | UP | CODE | NOTES                                |
| Butterwell Junction                                                          | –    | –  | X    | To/from Morpeth – LN600              |
| Butterwell Opencast                                                          |      | –  | S    |                                      |
| Potland Burn                                                                 |      | –  | S    |                                      |
| LN702 BEDLINGTON NORTH TO LYNEMOUTH ALCAN                                    |      |    |      |                                      |
| TIMING POINT                                                                 | DOWN | UP | CODE | NOTES                                |
| West Sleekburn Junction                                                      | –    | –  |      | To/from Winning – LN706              |
| Marchey’s House Junction                                                     | –    | –  |      | To/from Winning – LN708              |
| Ashington                                                                    | –    | –  |      |                                      |
| Lynemouth Alcan                                                              |      | –  | S    |                                      |
| Lynemouth Power Station                                                      |      | –  | S    |                                      |
