|                              |          |        |                             |
|:-----------------------------|:---------|:-------|:----------------------------|
| STATION                      | PLATFORM | LENGTH | NOTES                       |
| Sellafield                   | Up       | 71     | Additional 71.3m unlined    |
| Selly Oak                    | Down     | 190    |                             |
| Selly Oak                    | Up       | 190    |                             |
| Settle                       | Down     | 99     |                             |
| Settle                       | Up       | 99     |                             |
| Shenstone                    | Down     | 149    |                             |
| Shenstone                    | Up       | 151    |                             |
| Shifnal                      | 1        | 115    |                             |
| Shifnal                      | 2        | 96     |                             |
| Shirley                      | Down     | 154    |                             |
| Shirley                      | Up       | 153    |                             |
| Silecroft                    | Down     | 45     | Additional 72.6m OOU        |
| Silecroft                    | Up       | 46     | Additional 70.8m OOU        |
| Silverdale                   | Down     | 109    | Additional 59.6m OOU        |
| Silverdale                   | Up       | 117    | Additional 57.8m OOU        |
| Small Heath                  | 3        | 159    | Up Slow                     |
| Small Heath                  | 4        | 144    | Down Slow                   |
| Smethwick Galton Bridge High | 1        | 150    |                             |
| Level                        |          |        |                             |
| Smethwick Galton Bridge High | 2        | 152    |                             |
| Level                        |          |        |                             |
| Smethwick Galton Bridge Low  | 3        | 151    |                             |
| Level                        |          |        |                             |
| Smethwick Galton Bridge Low  | 4        | 149    |                             |
| Level                        |          |        |                             |
| Smethwick Rolfe Street       | 1        | 152    |                             |
| Smethwick Rolfe Street       | 2        | 136    |                             |
| Smithy Bridge                | 1        | 121    |                             |
| Smithy Bridge                | 2        | 121    |                             |
| Solihull                     | 2 Down   | 190    |                             |
| Solihull                     | 1 Up     | 190    |                             |
| South Hampstead              | Down     | 123    |                             |
| South Hampstead              | Up       | 123    |                             |
| South Kenton                 | Down     | 121    |                             |
| South Kenton                 | Up       | 121    |                             |
| South Ruislip                | 3        | 123    |                             |
| South Ruislip                | 4        | 141    | DOO                         |
| South Ruislip                | Down     | 122    | LUL                         |
| South Ruislip                | Up       | 141    | LUL                         |
| Southport                    | 1        | 136    | DC platform (Northern Line) |
| Southport                    | 2        | 179    | DC platform (Northern Line) |
| Southport                    | 3        | 186    | DC platform (Northern Line) |
| Southport                    | 4        | 170    |                             |
| Southport                    | 5        | 243    |                             |
| Southport                    | 6        | 241    |                             |
| Spital                       | 1        | 154    | Down line                   |
| Spital                       | 2        | 152    | Up line                     |
| Spring Road                  | 1        | 123    |                             |
| Spring Road                  | 2        | 116    |                             |
| Squires Gate                 | Single   | 99     |                             |
| Stafford                     | 1        | 308    |                             |
| Stafford                     | 3        | 312    |                             |
| Stafford                     | 4        | 312    |                             |
| Stafford                     | 5        | 312    |                             |
