|        |                                                                 |
|:-------|:----------------------------------------------------------------|
| GW893  | Onllwyn to Neath and Brecon Junction                            |
| GW894  | Jersey Marine Junction North to Jersey Marine Junction South    |
| GW897  | Grovesend Colliery Loop Junction to Hendy Junction              |
| GW900  | Pilning to Fishguard Harbour                                    |
| GW9001 | Landore Junction to Swansea                                     |
| GW906  | Swansea Loop East Junction to Swansea Loop West Junction        |
| GW910  | Craven Arms Junction to Llandeilo Junction (Central Wales Line) |
| GW915  | Gwaun–cae–Gurwen to Pantyffynnon                                |
| GW930  | Carmarthen Station to Carmarthen Junction                       |
| GW940  | Carmarthen Station to Carmarthen Bridge Junction                |
| GW950  | Whitland to Pembroke Dock                                       |
| GW960  | Clarbeston Road to Milford Haven                                |
| GW970  | Gulf Oil Branch Junction to Waterston Gulf Oil Refinery         |
| GW980  | Herbrandston Junction to Robeston Amoco Sidings                 |
| NW3001 | Saltney Jn to Holyhead                                          |
| NW3007 | Wrexham Central to Neston                                       |
| NW3015 | Llandudno Junction to Blaenau Ffestiniog                        |
| NW3017 | Llandudno Junction to Llandudno                                 |
