|                                                     |                                               |        |
|:----------------------------------------------------|:----------------------------------------------|:-------|
| West Ruislip                                        |                                               |        |
| Junction Margins                                    |                                               |        |
| First Movement                                      | Second Movement                               | Margin |
| Pass on the Up Main                                 | Depart platform 4 to the up Main              | 2      |
| Down train arrives/pass platform 4                  | Pass on the Up Main                           | 3      |
| Pass on the Up Main                                 | Down train arrives platform 4                 | 3*     |
| * 21⁄2 if second train has stopped at South Ruislip |                                               |        |
| Down arrive/pass from South Ruislip                 | Pass on the Up Main, crossing to Down Main at | 21⁄2   |
|                                                     | Ruislip Gardens Jn                            |        |
