|                                                          |      |    |      |                                        |
|:---------------------------------------------------------|:-----|:---|:-----|:---------------------------------------|
| GW731 ABBEY FOREGATE JUNCTION TO WREXHAM NORTH JN        |      |    |      |                                        |
| TIMING POINT                                             | DOWN | UP | CODE | NOTES                                  |
| Gobowen                                                  | –    | –  |      |                                        |
| Chirk                                                    | –    | –  | S    |                                        |
| Chirk Kronospan                                          | –    | –  | S    |                                        |
| Ruabon                                                   | –    | –  | S    |                                        |
| Croes Newydd North Fork                                  | –    | –  | S    |                                        |
| Wrexham General                                          | –    | –  |      |                                        |
| Wrexham North Junction                                   | –    | –  |      | Start/end of single line               |
|                                                          |      |    |      | To/from NW3005 Wrexham North Jn        |
|                                                          |      |    |      | Please refer to NW&C edition of the    |
|                                                          |      |    |      | Timetable Planning Rules               |
| GW732 ABBEY FOREGATE JUNCTION TO ENGLISH BRIDGE JUNCTION |      |    |      |                                        |
| TIMING POINT                                             | DOWN | UP | CODE | NOTES                                  |
| Abbey Foregate Junction                                  | –    | –  |      | To/from Wellington – MD801             |
|                                                          |      |    |      | To/from Shrewsbury – MD801             |
|                                                          |      |    |      | To/from Abbey Foregate C.S.            |
| English Bridge Junction                                  | –    | –  |      | To/from Sutton Bridge Junction – GW730 |
|                                                          |      |    |      | To/from Shrewsbury – GW730             |
| GW733 SUTTON BRIDGE JUNCTION TO ABERYSTWYTH              |      |    |      |                                        |
| TIMING POINT                                             | DOWN | UP | CODE | NOTES                                  |
| Sutton Bridge Jn                                         | –    | –  |      | To/from Shrewsbury – GW730             |
| Westbury Down                                            | –    | –  |      | Use in down direction only             |
| Westbury Up                                              | –    | –  |      | Use in up direction only               |
| Welshpool                                                | –    | –  |      | Platform detail must be shown          |
| Fron Jn                                                  | –    | –  |      |                                        |
| Newtown                                                  | –    | –  |      | Platform detail must be shown          |
| Caersws                                                  | –    | –  | S    |                                        |
| Talerddig                                                | –    | –  |      |                                        |
| Machynlleth carriage sidings                             | –    | –  |      |                                        |
| Machynlleth                                              | –    | –  |      | Platform detail must be shown          |
| Dovey Jn Down Loop                                       | –    | –  |      |                                        |
| Dovey Jn                                                 | –    | –  |      | Platform detail must be shown          |
|                                                          |      |    |      | To/from Tywyn – GW734                  |
| Borth                                                    | –    | –  |      |                                        |
| Pant-y-Peron                                             | –    | –  |      |                                        |
| Bow Street                                               | –    | –  | S    |                                        |
| Llanbadarn                                               | –    | –  |      |                                        |
| Aberystwyth                                              |      | –  |      |                                        |
