|               |         |     |                                   |
|:--------------|:--------|----:|:----------------------------------|
| Slateford     | 2       | 183 | Down Platform                     |
| South Gyle    | 1 & 2   | 147 | Up Platform 1 / Down Platform 2   |
| Spean Bridge  | 1       | 178 | Down Platform                     |
| Spean Bridge  | 2       | 117 | Up Platform                       |
| Springburn    | 1       | 139 | Up Platform (Bi-Directional)      |
| Springburn    | 2       | 155 | Down Platform (Bi-Directional)    |
| Springburn    | 3       | 135 | Bay Platform                      |
| Springburn    | 4       | 186 | Bay Platform                      |
| Springfield   | 1       | 109 | Up Platform                       |
| Springfield   | 2       | 114 | Down Platform                     |
| Stepps        | 1 & 2   | 120 | Down Platform 1 / Up Platform 2   |
| Stevenson     | 1       | 170 | Up Platform                       |
| Stevenson     | 2       | 132 | Down Platform                     |
| Stewarton     | 1       | 165 | Up Platform – Bi-Directional      |
| Stewarton     | 2       | 165 | Down Platform – Bi-Directional    |
| Stirling      | 2       | 301 | Down Platform                     |
| Stirling      | 3       | 255 | Up Platform                       |
| Stirling      | 4 and 5 | 165 | Bay Platform                      |
| Stirling      | 6       | 254 | Up & Down Bi-Directional Platform |
| Stirling      | 7 and 8 | 105 | Bay Platforms                     |
| Stirling      | 9       | 234 | Up Platform                       |
| Stirling      | 10      | 235 | Bay Platform                      |
| Stonehaven    | 1       | 173 | Up Platform                       |
| Stonehaven    | 2       | 185 | Down Platform                     |
| Stranraer     | 1       | 146 | Bay Platform                      |
| Stranraer     | 2       | 135 | Bay Platform                      |
| Strathcarron  | 1       |  74 | Up Platform                       |
| Strathcarron  | 2       |  61 | Down Platform                     |
| Stromeferry   |         | 169 | Single Platform                   |
| Stow          | 1 & 2   | 160 | Down Platform 1 / Up Platform 2   |
| Summerston    | 1 & 2   | 110 | Up Platform 1 / Down Platform 2   |
| Tain          | 1       | 149 | Up Platform                       |
| Tain          | 2       | 156 | Down Platform                     |
| Taynuilt      | 1 & 2   | 126 | Up Platform 1 / Down Platform 2   |
| Thornliebank  | 1 & 2   | 160 | Down Platform 1 / Up Platform 2   |
| Thorntonhall  |         | 144 | Single Platform                   |
| Thurso        |         | 186 | Single Bay Platform               |
| Troon         | 1       | 170 | Up Platform                       |
| Troon         | 2       | 167 | Down Platform                     |
| Tulloch       | 1 & 2   | 108 | Up Platform 1 / Down Platform 2   |
| Tweedbank     | 1 & 2   | 228 | Bay Platforms                     |
| Tyndrum Lower |         |  87 | Single Platform                   |
| Uddingston    | 1       | 133 | Down Platform                     |
| Uddingston    | 2       | 134 | Up Platform                       |
| Uphall        | 1 & 2   | 160 | Up Platform 1 / Down Platform 2   |
| Upper Tyndrum | 1 & 2   | 123 | Up Platform 1 / Down Platform 2   |
| Wallyford     | 1 & 2   | 150 | Up Platform 1 / Down Platform 2   |
| Wemyss Bay    | 1       | 215 | Bay Platform                      |
| Wemyss Bay    | 2       | 228 | Bay Platform                      |
| West Calder   | 1       | 131 | Down Platform                     |
| West Calder   | 2       | 129 | Up Platform                       |
| West Kilbride |         | 132 | Single Platform                   |
| Wester Hailes | 1 & 2   | 120 | Up Platform 1 / Down Platform 2   |
| Westerton     | 1       | 129 | Up Platform                       |
