|                                              |                                             |        |      |                                |
|:---------------------------------------------|:--------------------------------------------|:-------|:-----|:-------------------------------|
| GW174 WEST EALING TO GREENFORD WEST JUNCTION |                                             |        |      |                                |
| TIMING POINT                                 | DOWN                                        | UP     | CODE | NOTES                          |
| West Ealing                                  | –                                           | RL     |      | To/from Acton West – GW103     |
| Drayton Green                                | –                                           | –      |      | To/from Hanwell – GW176        |
| Castle Bar Park                              | –                                           | –      | S    |                                |
| South Greenford                              | –                                           | –      | S    |                                |
| Greenford South Junction                     | –                                           | –      |      | To/from Greenford East – GW117 |
|                                              |                                             |        |      | To/from Greenford – GW175      |
| Greenford West Junction                      | –                                           | –      |      | To/from South Ruislip – GW110  |
|                                              | GW175 GREENFORD SOUTH JUNCTION TO GREENFORD |        |      |                                |
|                                              | TIMING POINT                                | SINGLE | CODE | NOTES                          |
|                                              | Greenford South Junction                    | –      |      | To/from Greenford East – GW117 |
