|                                                              |      |           |
|:-------------------------------------------------------------|:-----|:----------|
| SO130A LONDON CANNON STREET TO METROPOLITAN JUNCTION         |      |           |
| Route Section                                                | Pass | ECS Slide |
| London Cannon Street – Metropolitan                          | P    | P         |
| Junction                                                     |      |           |
| SO130B LONDON CANNON STREET TO LONDON BRIDGE                 |      |           |
| Route Section                                                | Pass | ECS Slide |
| London Cannon Street – London Bridge                         | P    | P         |
| SO130C TANNERS HILL JUNCTION TO LEWISHAM VALE JUNCTION       |      |           |
| Route Section                                                | Pass | ECS Slide |
| Tanners Hill Junction – Lewisham Vale                        | P    | P         |
| Junction                                                     |      |           |
| SO130D ST JOHNS JUNCTION TO LEWISHAM JUNCTION                |      |           |
| Route Section                                                | Pass | ECS Slide |
| St Johns Junction – Lewisham Junction                        | P    | P         |
| SO130E PARKS BRIDGE JUNCTION TO LADYWELL JUNCTION            |      |           |
| Route Section                                                | Pass | ECS Slide |
| Parks Bridge Junction – Ladywell                             | P    | P         |
| SO130F COURTHILL LOOP NORTH JUNCTION TO COURTHILL LOOP SOUTH |      |           |
| JUNCTION                                                     |      |           |
| Route Section                                                | Pass | ECS Slide |
| Courthill Loop North Junction – Courthill Loop               | P    | P         |
| South Junction                                               |      |           |
| SO130G CHISLEHURST JUNCTION TO ST MARY CRAY JUNCTION         |      |           |
| Route Section                                                | Pass | ECS Slide |
| Chislehurst Junction – St Mary Cray Junction                 | P    | P         |
| SO130H SALTWOOD JUNCTION TO CTRL/ET BOUNDARY                 |      |           |
| Route Section                                                | Pass | ECS Slide |
| Saltwood Junction – CTRL/ET Boundary                         |      |           |
