|                |                                         |
|:---------------|:----------------------------------------|
| 80x            | 1                                       |
| 15x / 175      | 1⁄2*                                    |
| * Request Stop |                                         |
| Manorbier      |                                         |
| Dwell Time     |                                         |
| 80x            | 11⁄2                                    |
| 15x / 175      | 1⁄2 Down direction, 1 min. Up Direction |
| Lamphey        |                                         |
| Dwell Time     |                                         |
| 80x            | 1                                       |
| 15x / 175      | 1⁄2*                                    |
| * Request Stop |                                         |
| Pembroke       |                                         |
| Dwell Time     |                                         |
| 80x            | 11⁄2                                    |
