|                                             |      |    |      |                                         |
|:--------------------------------------------|:-----|:---|:-----|:----------------------------------------|
| GW734 DOVEY JUNCTION TO PWLLHELI            |      |    |      |                                         |
| TIMING POINT                                | DOWN | UP | CODE | NOTES                                   |
| Dovey Jn                                    | -    |    |      | To/from Machynlleth – GW733             |
| Penhelig                                    | -    |    | S    |                                         |
| Aberdovey                                   | -    |    | S    |                                         |
| Tywyn                                       | -    |    |      | Platform detail must be shown           |
| Tonfanau                                    | -    |    | S    |                                         |
| Llwyngwril                                  | -    |    | S    |                                         |
| Fairbourne                                  | -    |    | S    |                                         |
| Morfa Mawddach                              | -    |    | S    |                                         |
| Barmouth                                    | -    |    |      | Platform detail must be shown           |
| Llanaber                                    | -    |    |      |                                         |
| Talybont                                    | -    |    | S    |                                         |
| Dyffryn Ardudwy                             | -    |    | S    |                                         |
| Llanbedr                                    | -    |    | S    |                                         |
| Pensarn                                     | -    |    | S    |                                         |
| Llandanwg                                   | -    |    | S    |                                         |
| Harlech                                     | -    |    |      | Platform detail must be shown           |
| Tygwyn                                      | -    |    | S    |                                         |
| Talsarnau                                   | -    |    | S    |                                         |
| Llandecwyn                                  | -    |    | S    |                                         |
| Penrhyndeudraeth                            | -    |    | S    |                                         |
| Minffordd                                   | -    |    | S    |                                         |
| Beddgelert (Welsh Highland)                 |      |    |      |                                         |
| Cae Pawb Flat Crossing                      | -    |    |      |                                         |
| Porthmadog (Welsh Highland)                 |      |    |      |                                         |
| Porthmadog                                  | -    |    |      | Platform detail must be shown           |
| Criccieth                                   | -    |    | S    |                                         |
| Penychain                                   | -    |    |      |                                         |
| Abererch                                    | -    |    | S    |                                         |
| Pwllheli East                               | -    |    |      |                                         |
| Pwllheli                                    | -    |    |      |                                         |
| Pwllheli Station Sidings                    | -    | -  |      |                                         |
| GW735 SHREWSBURY CREWE JUNCTION TO NANTWICH |      |    |      |                                         |
| TIMING POINT                                | DOWN | UP | CODE | NOTES                                   |
| Shrewsbury                                  | –    |    |      | Platform detail must be shown.          |
|                                             |      |    |      | To/from Wellington – MD801.             |
|                                             |      |    |      | To/from English Bridge Jn – GW730       |
| Harlescott Crossing                         | –    | –  |      |                                         |
| Yorton                                      | –    | –  | S    |                                         |
| Wem                                         | –    | –  |      |                                         |
| Prees                                       | –    | –  |      |                                         |
| Whitchurch                                  | –    | –  | S    |                                         |
| Wrenbury                                    | –    | –  |      |                                         |
| Nantwich                                    |      | –  |      | To/from Crewe Gresty Lane Signal Box –  |
|                                             |      |    |      | NW1007.                                 |
|                                             |      |    |      | Refer to NW&C Timetable Planning Rules. |
