|       |                                                                 |
|:------|:----------------------------------------------------------------|
| LN838 | Leeds Armley Jn to York Skelton Jn via Harrogate                |
| LN840 | Engine Shed Jn to Whitehall East Jn                             |
| LN842 | Thorpe Marsh Jn to Adwick Jn                                    |
| LN844 | Applehurst Jn to Joan Croft Jn (Applehurst Loop)                |
| LN846 | Carcroft Jn to Skellow Jn                                       |
| LN848 | Hare Park Jn to Crofton West Jn                                 |
| LN850 | Wakefield Westgate South Jn to Wakefield Kirkgate West Jn       |
| LN852 | Holbeck Jn to Bradford Interchange                              |
| LN854 | Hall Royd Jn to Colton Jn                                       |
| LN858 | Milner Royd Jn to Bradford Mill Lane Jn                         |
| LN859 | Greetland Jn to Dryclough Jn                                    |
| LN860 | Diggle Jn to Copley Hill East Jn                                |
| LN861 | Bradley Jn to Bradley Wood Jn                                   |
| LN862 | Barnsley Station Jn to Huddersfield                             |
| LN864 | Dewsbury Railway Street Branch                                  |
| LN868 | Wincobank Jn to Horbury Jn via Barnsley                         |
| LN870 | Turner’s Lane Jn to Calder Bridge Jn                            |
| LN872 | Altofts Jn to Leeds West Jn                                     |
| LN874 | Methley Jn to Whitwood Jn                                       |
| LN875 | Castleford West Jn to Pontefract West Jn                        |
| LN878 | Sherburn Jn to Gascoigne Wood                                   |
| LN880 | York to Scarborough                                             |
| LN882 | Wakefield Kirkgate West Jn to Goole Potters Grange Jn           |
| LN884 | Oakenshaw South Jn to Oakenshaw Jn                              |
| LN886 | Monk Bretton Loop to Crofton East Jn                            |
| LN888 | Hatfield and Stainforth (Stainforth Jn) to Ferrybridge North Jn |
| LN889 | Shaftholme Jn to Haywood Jn                                     |
| LN892 | Pontefract East Jn to Ferrybridge South Jn                      |
| LN894 | Knottingley South Jn to Knottingley East Jn                     |
| LN896 | Drax Power Station Branch                                       |
| LN898 | Neville Hill East Jn to Hull                                    |
| LN900 | Neville Hill West Jn to Hunslet East                            |
| LN902 | Micklefield Jn to Church Fenton North Jn                        |
| LN904 | Hambleton South Jn to Hambleton West Jn                         |
| LN906 | Hambleton East Jn to Hambleton North Jn                         |
| LN908 | Selby West Jn to Selby Canal Jn                                 |
| LN910 | Temple Hirst Jn to Selby South Jn                               |
| LN912 | Thorne Jn to Gilberdyke Jn                                      |
| LN914 | Hull to Seamer West Jn                                          |
| LN916 | Hessle Road Jn to Saltend                                       |
| LN918 | Springbank North Jn to Walton Street Jn                         |
| LN920 | Anlaby Road Jn to West Parade North Jn                          |
| LN922 | Whitehall West Jn to Hellifield South Jn                        |
| LN924 | Apperley Jn to Ilkley                                           |
| LN926 | Dockfield Jn to Esholt Jn                                       |
| LN928 | Shipley East Jn to Bradford Forster Square                      |
| LN930 | Skipton Middle Jn to Rylstone                                   |
| LN932 | Shipley South Jn to Shipley West Jn                             |
