|                             |          |        |                        |
|:----------------------------|:---------|:-------|:-----------------------|
| STATION                     | PLATFORM | LENGTH | NOTES                  |
| New Brighton                | 1        | 121    | Bay                    |
| New Brighton                | 2        | 127    | Bay                    |
| New Lane                    | 1        | 94     |                        |
| New Lane                    | 2        | 94     |                        |
| New Mills Central           | 1        | 117    |                        |
| New Mills Central           | 2        | 96     |                        |
| New Mills Newtown           | Down     | 102    |                        |
| New Mills Newtown           | Up       | 103    |                        |
| Newton (for Hyde)           | Down     | 114    |                        |
| Newton (for Hyde)           | Up       | 115    |                        |
| Newton–le–Willows           | 1        | 131    |                        |
| Newton–le–Willows           | 2        | 146    |                        |
| North Wembley               | Down     | 123    |                        |
| North Wembley               | Up       | 123    |                        |
| Northampton                 | 1        | 275    | Up & Down Slow         |
| Northampton                 | 2        | 275    | Down Fast              |
| Northampton                 | 3        | 289    | Down Passenger Loop    |
| Northampton                 | 4        | 256    | Bay                    |
| Northampton                 | 5        | 169    | Bay                    |
| Northfield                  | Down     | 190    |                        |
| Northfield                  | Up       | 190    |                        |
| Northolt Park               | 1        | 123    | 121m to stop board     |
| Northolt Park               | 2        | 123    |                        |
| Northwich                   | Down     | 121    |                        |
| Northwich                   | Up       | 122    |                        |
| Nuneaton                    | 1        | 171    |                        |
| Nuneaton                    | 2        | 341    |                        |
| Nuneaton                    | 3        | 304    |                        |
| Nuneaton                    | 4        | 337    |                        |
| Nuneaton                    | 5 Up     | 245    |                        |
| Nuneaton                    | 5 Down   | 190    |                        |
| Nuneaton                    | 6        | 145    |                        |
| Nuneaton                    | 7        | 145    |                        |
| Oakengates                  | 1        | 98 101 |                        |
| Oakengates                  | 2        | 98 100 |                        |
| Old Hill                    | Down     | 124    |                        |
| Old Hill                    | Up       | 105    |                        |
| Old Roan                    | 1        | 128    | Up line                |
| Old Roan                    | 2        | 129    | Down line              |
| Olton                       | Down     | 211    |                        |
| Olton                       | Up       | 212    |                        |
| Ormskirk                    | 1        | 113    | DC bay to Aughton Park |
| Ormskirk                    | Single   | 75     | Bay to Burscough Jn    |
| Orrell (Greater Manchester) | Down     | 55     | Additional 76m OOU     |
| Orrell (Greater Manchester) | Up       | 54     | Additional 74m OOU     |
| Orrell Park (Merseyside)    | 1        | 148    | Up line                |
| Orrell Park (Merseyside)    | 2        | 148    | Down line              |
| Overpool                    | 1        | 143    | Down line              |
| Overpool                    | 2        | 141    | Up line                |
