|                                                                                           |        |
|:------------------------------------------------------------------------------------------|:-------|
| London Bridge (Eastern)                                                                   |        |
| For London Bridge (Central) Refer to Sussex Timetable Planning Rules, Section 5.3 - SO510 |        |
| Connectional Allowance                                                                    | 4      |
| Dwell Time                                                                                |        |
| All peak services                                                                         | 11⁄2   |
| All Thameslink services                                                                   | 11⁄2   |
| All other services except Thameslink                                                      | 1      |
| Junction Margins                                                                          | Margin |
| Between any departure and any other conflicting arrival in the opposite direction         | 3      |
| Platform Reoccupation (same direction)                                                    |        |
| Location                                                                                  | Margin |
| Platforms 1-9                                                                             | 11⁄2   |
| Planning Note                                                                             |        |
|                                                                                           | Notes  |
