|                                                                 |                              |           |
|:----------------------------------------------------------------|:-----------------------------|:----------|
| SO310B CRAYFORD SPUR ‘A’ JUNCTION TO CRAYFORD SPUR ‘B’ JUNCTION |                              |           |
| Route Section                                                   | Pass                         | ECS Slide |
| Crayford Spur ‘A’ Junction – Crayford Spur ‘B’                  | P                            | P         |
| Junction                                                        |                              |           |
| SO310C STROOD TO ROCHESTER BRIDGE JUNCTION                      |                              |           |
| Route Section                                                   | Pass                         | ECS Slide |
| Strood – Rochester Bridge Junction                              | P for Class 395 and 700 only | P         |
|                                                                 | NA for all other trains      |           |
| SO320 HOO JUNCTION TO GRAIN SIDINGS                             |                              |           |
| Route Section                                                   | Pass                         | ECS Slide |
| Hoo Junction – Grain Sidings                                    |                              |           |
| SO330 NUNHEAD TO HAYES                                          |                              |           |
| Route Section                                                   | Pass                         | ECS Slide |
| Nunhead – Hayes                                                 | P                            | P         |
| SO330A NEW BECKENHAM TO BECKENHAM JUNCTION                      |                              |           |
| Route Section                                                   | Pass                         | ECS Slide |
| New Beckenham – Beckenham Junction                              | P                            | P         |
| SO350 GROVE PARK TO BROMLEY NORTH                               |                              |           |
| Route Section                                                   | Pass                         | ECS Slide |
| Grove Park – Bromley North*                                     | P                            | P         |
