|                             |          |        |                            |
|:----------------------------|:---------|:-------|:---------------------------|
| STATION                     | PLATFORM | LENGTH | NOTES                      |
| Kempston Hardwick           | Up       | 37     |                            |
| Kendal                      | Single   | 92     |                            |
| Kenilworth                  | Single   | 100    |                            |
| Kensal Green                | Down     | 123    |                            |
| Kensal Green                | Up       | 123    |                            |
| Kenton                      | Down     | 121    |                            |
| Kenton                      | Up       | 121    |                            |
| Kents Bank                  | 1        | 110    | Up line                    |
| Kents Bank                  | 2        | 119    | Down line                  |
| Kidderminster               | 1        | 143    |                            |
| Kidderminster               | 2        | 144    |                            |
| Kidsgrove                   | 1        | 141    |                            |
| Kidsgrove                   | 2        | 176    |                            |
| Kidsgrove                   | 3        | 119    |                            |
| Kidsgrove                   | 4        | 97     |                            |
| Kilburn High Road           | Down     | 164    |                            |
| Kilburn High Road           | Up       | 145    |                            |
| Kings Heath                 | 2        | 150    |                            |
| Kings Heath                 | 1        | 150    |                            |
| Kings Langley               | 1        | 213    | Down Fast                  |
| Kings Langley               | 2        | 198    | Up Fast                    |
| Kings Langley               | 3        | 246    | Down Slow                  |
| Kings Langley               | 4        | 246    | Up Slow                    |
| Kings Norton                | 1        | 150    |                            |
| Kings Norton                | 4        | 150    |                            |
| Kings Sutton                | Down     | 118    | 112m to stop board         |
| Kings Sutton                | Up       | 122    | 117m to stop board         |
| Kirkby (Merseyside)         | Single   | 135    |                            |
| Kirkby–in–Furness (Cumbria) | Down     | 69     | Additional 47.6m OOU       |
| Kirkby–in–Furness (Cumbria) | Up       | 77     | Additional 50.8m OOU       |
| Kirkby Stephen              | Down     | 92     |                            |
| Kirkby Stephen              | Up       | 92     |                            |
| Kirkdale                    | 1        | 130    | Up line                    |
| Kirkdale                    | 2        | 128    | Down line                  |
| Kirkham & Wesham            | 1        | 179    | Down Lytham                |
| Kirkham & Wesham            | 2        | 183    | Down Fylde                 |
| Kirkham & Wesham            | 3        | 198    | Up Fylde                   |
| Knutsford                   | Down     | 146    |                            |
| Knutsford                   | Up       | 133    |                            |
| Lancaster                   | 1        | 72     | Bay to Morecambe South Jn  |
| Lancaster                   | 2        | 113    | Bay to Morecambe South Jn. |
| Lancaster                   | 3        | 258    | Down Passenger Loop        |
| Lancaster                   | 4        | 253    | Up Passenger Loop          |
| Lancaster                   | 5        | 171    | Reversible                 |
| Landywood                   | Down     | 72     |                            |
| Landywood                   | Up       | 72     |                            |
| Langho                      | Down     | 75     |                            |
| Langho                      | Up       | 75     |                            |
| Langley Green               | 1        | 144    |                            |
| Langley Green               | 2        | 144    |                            |
| Langwathby                  | Down     | 96     |                            |
| Langwathby                  | Up       | 96     |                            |
