|                                   |                  |
|:----------------------------------|:-----------------|
| Branksome                         |                  |
|                                   | Length Limit     |
| Up Platform (clear of BC172/1025) | 12 cars / 10 444 |
| Bournemouth T&R.S.M.D             |                  |
| Acceptance of Trains              |                  |
| Minimum Margin                    | 4                |
| Dispatch of Trains                |                  |
| DOO trains                        | 10               |
