|             |       |     |                                 |
|:------------|:------|----:|:--------------------------------|
| Westerton   | 2     | 125 | Down Platform                   |
| Whifflet    | 1 & 2 | 130 | Down Platform 1 / Up Platform 2 |
| Whinhill    |       | 131 | Single Platform                 |
| Whitecraigs | 1     | 162 | Down Platform                   |
| Whitecraigs | 2     | 142 | Up Platform                     |
| Wick        |       | 210 | Bay Platform                    |
| Williamwood | 1     | 151 | Down Platform                   |
| Williamwood | 2     | 152 | Up Platform                     |
| Wishaw      | 1 & 2 | 144 | Down Platform 1 / Up Platform 2 |
| Woodhall    | 1     | 186 | Up Platform                     |
| Woodhall    | 2     | 185 | Down Platform                   |
| Yoker       | 1 & 2 | 155 | Up Platform 1 / Down Platform 2 |
