|                                        |      |    |      |                                            |
|:---------------------------------------|:-----|:---|:-----|:-------------------------------------------|
| SO540 HURST GREEN JUNCTION TO UCKFIELD |      |    |      |                                            |
| TIMING POINT                           | DOWN | UP | CODE | NOTES                                      |
| Hurst Green Junction                   | -    | -  |      | To/from Hurst Green - SO530                |
|                                        |      |    |      | For planning purposes this timing point is |
|                                        |      |    |      | shown as Hurst Green                       |
| Edenbridge Town                        | -    | -  | S    |                                            |
| Hever                                  | -    | -  |      |                                            |
| Cowden                                 | -    | -  | S    |                                            |
| Blackham Junction                      | -    | -  |      |                                            |
| Ashurst                                | -    | -  | S    |                                            |
| Ashurst Junction                       | -    | -  |      |                                            |
| Eridge                                 | -    | -  | S    |                                            |
| Crowborough                            | -    | -  |      |                                            |
| Greenhurst Junction                    | -    | -  |      |                                            |
| Buxted                                 | -    | -  | S    |                                            |
| Uckfield                               | -    | -  |      |                                            |
