|                                                                                                |                                                    |
|:-----------------------------------------------------------------------------------------------|:---------------------------------------------------|
| Southampton Central                                                                            |                                                    |
| Up Train from Down Loop to Platforms 1/2/3/4 or                                                | Up Train approaching signal E740 on Down Fast Line |
| Down Train to Down loop from Platforms 1/2/3/4                                                 |                                                    |
| Note: The following routes are approach controlled:                                            |                                                    |
|                                                                                                |                                                    |
| Down Direction:                                                                                |                                                    |
| * Platform 4 to routes other than Down Fast                                                    |                                                    |
| * Platform 3 to routes other than Down Slow                                                    |                                                    |
| * Platform 1 to routes other than Up Fast                                                      |                                                    |
|                                                                                                |                                                    |
| Up Direction:                                                                                  |                                                    |
| * Up Fast to routes other than Platform 1                                                      |                                                    |
| * Up Slow to routes other than Platform 2                                                      |                                                    |
| * Down Fast to routes other than Platform 4                                                    |                                                    |
| Southampton Up Goods Loop                                                                      |                                                    |
| Permissive Working for attaching/detaching and Platform sharing is authorised as shown below:- |                                                    |
| Sharing, attaching and detaching is permitted                                                  |                                                    |
| Berthing Facilities                                                                            |                                                    |
|                                                                                                | Cars                                               |
