|                                                             |           |        |        |                                |
|:------------------------------------------------------------|:----------|:-------|:-------|:-------------------------------|
| GW730 SHREWSBURY TO NEWPORT MAINDEE WEST JN (NORTH AND WEST |           |        |        |                                |
| LINE)                                                       |           |        |        |                                |
| LOCATION                                                    | DIRECTION | USABLE | NOTES  |                                |
|                                                             |           | LENGTH |        |                                |
|                                                             |           | SLU    | Metres |                                |
| Sutton Bridge                                               | Up        | 94     | 601    |                                |
| Craven Arms                                                 | Down      | 62     | 397    |                                |
| Woofferton                                                  | Up        | 62     | 397    |                                |
| Hereford                                                    | Up Relief | 110    | 704    |                                |
| Hereford                                                    | Down      | 103    | 659    |                                |
|                                                             | Relief    |        |        |                                |
| Pontrilas                                                   | Up        | 72     | 461    |                                |
| Panteg                                                      | Up        | 60     | 384    |                                |
| Panteg                                                      | Down      | 67     | 429    |                                |
| GW810 RHYMNEY TO QUEEN STREET NORTH JUNCTION                |           |        |        |                                |
| LOCATION                                                    | DIRECTION | USABLE | NOTES  |                                |
|                                                             |           | LENGTH |        |                                |
|                                                             |           | SLU    | Metres |                                |
| Ystrad Mynach                                               | Down      | 90     | 576    |                                |
| GW830 MERTHYR TYDFIL TO BARRY ISLAND                        |           |        |        |                                |
| LOCATION                                                    | DIRECTION | USABLE | NOTES  |                                |
|                                                             |           | LENGTH |        |                                |
|                                                             |           | SLU    | Metres |                                |
| Stormstown                                                  | Up        | 93     | 595    |                                |
| Cogan                                                       | Up        | 138    | 883    |                                |
| Cogan                                                       | Down      | 133    | 851    |                                |
| GW870 BARRY TO BRIDGEND BARRY JUNCTION                      |           |        |        |                                |
| LOCATION                                                    | DIRECTION | USABLE | NOTES  |                                |
|                                                             |           | LENGTH |        |                                |
|                                                             |           | SLU    | Metres |                                |
| Barry Jcn                                                   | Down      | 84     | 537    |                                |
| Aberthaw                                                    | Down      | 30     | 192    |                                |
| GW900 PILNING TO FISHGUARD HARBOUR                          |           |        |        |                                |
| LOCATION                                                    | DIRECTION | USABLE | NOTES  |                                |
|                                                             |           | LENGTH |        |                                |
|                                                             |           | SLU    | Metres |                                |
| Pilning                                                     | Up        | 209    | 1337   | Permissive standage            |
| Pilning                                                     | Down      | 233    | 1491   | Permissive standage            |
| Severn Tunnel Junction                                      | Up        | 106    | 678    |                                |
| Alexandra Dock                                              | Down      | 57     | 365    |                                |
| Cardiff Central (Line C)                                    | Up        | 49     | 313    | Bi-Directionally signaled      |
| Cardiff Central (Line D)                                    | Down      | 45     | 288    | Bi-Directionally signaled      |
| Miskin                                                      | Up        | 129    | 825    |                                |
| Miskin                                                      | Down      | 122    | 781    |                                |
| Pencoed                                                     | Up        | 110    | 704    |                                |
| Tremains                                                    | Down      | 193    | 1235   |                                |
| Stormy                                                      | Up        | 67     | 429    |                                |
| Stormy                                                      | Down      | 73     | 467    |                                |
| Llandeilo Jn                                                | Up        | 40     | 256    | 230 SLU including Up Reception |
| Llandeilo Jn                                                | Down      | 51     | 326    |                                |
| Letterston                                                  | Up/Down   | 96     | 614    | Bi-directional                 |
