|                     |                         |     |                                          |
|:--------------------|:------------------------|----:|:-----------------------------------------|
| Ewell West          | 2 - Down                | 205 |                                          |
| Fareham             | 1 - Up                  | 189 |                                          |
| Fareham             | 2 - Up Bay              | 186 |                                          |
| Fareham             | 3 - Down                | 169 |                                          |
| Farnborough         | 1 - Up Slow             | 245 |                                          |
| Farnborough         | 2 - Down Slow           | 245 |                                          |
| Farnborough North   | 1 - Up                  |  91 |                                          |
| Farnborough North   | 2 - Down                |  81 |                                          |
| Farncombe           | 1 - Up                  | 246 |                                          |
| Farncombe           | 2 - Down                | 183 |                                          |
| Farnham             | 1 - Up                  | 268 |                                          |
| Farnham             | 2 - Down                | 249 |                                          |
| Feltham             | 1 - Up                  | 224 |                                          |
| Feltham             | 2 - Down                | 205 |                                          |
| Feniton             | Single                  |  98 | Down direction                           |
| Feniton             | Single                  |  98 | Up direction                             |
| Fleet               | 1 - Up Slow             | 252 |                                          |
| Fleet               | 2 - Down Slow           | 252 |                                          |
| Fratton             | 1 - Up                  | 187 |                                          |
| Fratton             | 2 - Down                | 187 |                                          |
| Fratton             | 3 - Down Relief         | 187 |                                          |
| Frimley             | 1 - Up                  |  86 |                                          |
| Frimley             | 2 - Down                |  85 |                                          |
| Fulwell             | 1 - Up                  | 204 |                                          |
| Fulwell             | 2 - Down                | 206 |                                          |
| Gillingham (Dorset) | 1 - Up                  | 149 | Down direction                           |
| Gillingham (Dorset) | 1 - Up                  | 140 | Up direction                             |
| Gillingham (Dorset) | 2 - Down Passenger Loop | 149 | Down direction                           |
| Gillingham (Dorset) | 2 - Down Passenger Loop | 140 | Up direction                             |
| Godalming           | 1 - Up                  | 249 |                                          |
| Godalming           | 2 - Down                | 249 |                                          |
| Gomshall            | 1 - Up Reading          |  91 |                                          |
| Gomshall            | 2 - Down Reading        |  91 |                                          |
| Grateley            | 1 - Up                  | 222 |                                          |
| Grateley            | 2 - Down                | 222 |                                          |
| Guildford           | 1 - Up Bay              | 211 |                                          |
| Guildford           | 2 - Down Cobham         | 315 | Down direction, 232m if via 3114 points. |
| Guildford           | 2 - Down Cobham         | 232 | Up direction                             |
| Guildford           | 3 - Up Cobham           | 244 | Down direction                           |
| Guildford           | 3 - Up Cobham           | 248 | Up direction                             |
| Guildford           | 4 - Down Portsmouth     | 254 | Down direction                           |
| Guildford           | 4 - Down Portsmouth     | 248 | Up direction                             |
| Guildford           | 5 - Up Portsmouth       | 253 | Down direction                           |
| Guildford           | 5 - Up Portsmouth       | 242 | Up direction                             |
| Guildford           | 6 - Up Ash              | 248 | Down direction                           |
| Guildford           | 6 - Up Ash              | 262 | Up direction                             |
| Guildford           | 7 - Up Ash              | 248 | Down direction                           |
| Guildford           | 7 - Up Ash              | 258 | Up direction                             |
| Guildford           | 8 - Down Ash            | 189 | Down direction                           |
| Guildford           | 8 - Down Ash            | 208 | Up direction                             |
| Hamble              | 1 - Up                  |  92 |                                          |
| Hamble              | 2 - Down                |  92 |                                          |
| Hampton             | 1 - Up                  | 204 |                                          |
| Hampton             | 2 - Down                | 206 |                                          |
