|                         |                        |              |
|:------------------------|:-----------------------|:-------------|
| Clifton Down            |                        |              |
| Dwell Time              |                        |              |
| 15x                     | 1                      |              |
| Junction Margins        |                        |              |
| First Movement          | Second Movement        | Margin       |
| Arriving from Avonmouth | Departure to Avonmouth | 1            |
| Arriving from Bristol   | Departure to Bristol   | Simultaneous |
| Redland                 |                        |              |
| Dwell Time              |                        |              |
| 15x & 16x               | 1⁄2                    |              |
| Montpelier              |                        |              |
| Dwell Time              |                        |              |
