|                                                       |                   |              |                                               |
|:------------------------------------------------------|:------------------|:-------------|:----------------------------------------------|
| SW140 ST DENYS TO PORTCREEK JUNCTION                  |                   |              |                                               |
| TIMING POINT                                          | DOWN              | UP           | NOTES                                         |
| St. Denys – Signal E803                               | AB+1⁄2            |              | TCB plan as AB.                               |
| Signal E803 – Netley                                  | AB+11⁄2           |              | TCB plan as AB.                               |
| Netley – Bursledon                                    | AB+1              |              | TCB plan as AB.                               |
| Bursledon – Swanwick                                  | AB+1              |              | TCB plan as AB.                               |
| Swanwick – Hamble                                     |                   | AB+1         | TCB plan as AB.                               |
| Hamble – Sholing                                      |                   | AB+1         | TCB plan as AB.                               |
| Sholing – St. Denys                                   |                   | AB+0         | TCB plan as AB. Train can depart Sholing once |
|                                                       |                   |              | previous train has departed St Denys.         |
| Swanwick – Fareham                                    | AB+0              | AB+1⁄2       | TCB plan as AB.                               |
| Fareham – Cosham Junction                             | 21⁄2 – Non-       | 3 – Non-     |                                               |
|                                                       | stopping          | stopping     |                                               |
|                                                       | 3 - Stopping      | 3 -          |                                               |
|                                                       |                   | Stopping     |                                               |
| Cosham Junction – Portcreek                           | 2 – Non-          | 2 – Non-     |                                               |
| Junction                                              | stopping          | stopping     |                                               |
|                                                       | 21⁄2 -            | 21⁄2 -       |                                               |
|                                                       | Stopping          | Stopping     |                                               |
| SW140A COSHAM JUNCTION TO FARLINGTON JUNCTION         |                   |              |                                               |
| TIMING POINT                                          | DOWN              | UP           | NOTES                                         |
| Cosham Junction – Farlington                          | 21⁄2 – Non-       | 3            |                                               |
| Junction                                              | stopping          |              |                                               |
|                                                       | 3 - Stopping      |              |                                               |
| SW145 NORTHAM JUNCTION TO SOUTHAMPTON EASTERN DOCKS   |                   |              |                                               |
| TIMING POINT                                          | DOWN              | UP           | NOTES                                         |
| Northam Junction – Southampton                        | One train working | Single line. |                                               |
| Eastern Docks                                         |                   |              |                                               |
| SW150 REDBRIDGE JUNCTION TO SALISBURY TUNNEL JUNCTION |                   |              |                                               |
| TIMING POINT                                          | DOWN              | UP           | NOTES                                         |
| Redbridge – Romsey                                    | 4 – Non-          | 4 – Non-     |                                               |
|                                                       | stopping          | stopping     |                                               |
|                                                       | 41⁄2 -            | 41⁄2 -       |                                               |
|                                                       | Stopping          | Stopping     |                                               |
| Romsey – Salisbury Tunnel                             | 6 – Non-          | 6 – Non-     |                                               |
| Junction                                              | stopping          | stopping     |                                               |
|                                                       | 61⁄2 -            | 61⁄2 -       |                                               |
|                                                       | Stopping          | Stopping     |                                               |
| SW155 TOTTON FAWLEY LOOPS TO FAWLEY                   |                   |              |                                               |
| TIMING POINT                                          | DOWN              | UP           | NOTES                                         |
| Totton Fawley Loops –                                 | AB+2              | AB+2         | Single Line                                   |
| Marchwood                                             |                   |              |                                               |
