|                                                                                                             |                 |        |
|:------------------------------------------------------------------------------------------------------------|:----------------|:-------|
| Connectional Allowance                                                                                      | 2               |        |
| Dwell Time                                                                                                  |                 |        |
| 387                                                                                                         | 2               |        |
| 345                                                                                                         | 11⁄2            |        |
| Platform Re-occupation                                                                                      |                 |        |
| Platform 1 or 2, same direction                                                                             | 2               |        |
| Platform 1 or 2, depart to Terminal                                                                         | 31⁄2            |        |
| 5 via DH/arrive from Terminal 4                                                                             |                 |        |
| Platform 1, depart to Terminal                                                                              | 31⁄2            |        |
| 4/arrive from Terminal 5 via DH                                                                             |                 |        |
| Platform 2 only, depart to Terminal                                                                         | 2               |        |
| 4 or 5 via DH/arrive from Terminal                                                                          |                 |        |
| 5 via UH                                                                                                    |                 |        |
| Station Working                                                                                             |                 |        |
| Prior to submitting an Access Proposal or Timetable Variation, Train Operators are required to discuss with |                 |        |
| Heathrow Rail any service with a platform occupation time longer than 15 minutes.                           |                 |        |
| The maximum dwell time for through services is 71⁄2 minutes.                                                |                 |        |
| Turnround allowances                                                                                        |                 |        |
|                                                                                                             | 387             | 387    |
| From Paddington                                                                                             | 7*              |        |
| From Terminal 4 or 5                                                                                        |                 | 7*     |
| * Can be reduced to 5 minutes for a 4 or 5 car train or for an 8 or 9 car train with a change of driver     |                 |        |
| Platform End Conflict Margin                                                                                |                 |        |
| First Movement                                                                                              | Second Movement | Margin |
